customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST02183,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,One year,Yes,Mailed check,56.32,1153.01,No
CUST02184,Male,1,No,No,18,No,Yes,No,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,18.0,331.53,No
CUST02185,Female,0,Yes,No,25,No,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,45.27,1117.06,No
CUST02186,Female,1,Yes,No,16,Yes,Yes,DSL,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),60.5,923.31,Yes
CUST02187,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,37.66,782.08,No
CUST02188,Female,0,No,No,23,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.53,1580.44,Yes
CUST02189,Female,1,No,No,24,No,Yes,DSL,Yes,Yes,No,Yes,No internet service,No,Month-to-month,No,Mailed check,47.27,1160.66,Yes
CUST02190,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Two year,Yes,Electronic check,68.7,2116.95,No
CUST02191,Male,0,No,No,20,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,Two year,No,Credit card (automatic),135.04,2670.61,Yes
CUST02192,Female,0,Yes,Yes,18,Yes,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,106.81,1933.22,Yes
CUST02193,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No,One year,No,Bank transfer (automatic),87.74,1893.26,No
CUST02194,Female,1,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,124.28,3120.48,Yes
CUST02195,Male,0,Yes,Yes,21,Yes,No,DSL,No,No,No,No,No internet service,No,One year,No,Mailed check,67.82,1402.06,No
CUST02196,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),68.13,2423.04,No
CUST02197,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),38.33,504.83,No
CUST02198,Female,0,Yes,No,18,Yes,No phone service,DSL,No,No,No,No,No,No internet service,Two year,Yes,Electronic check,108.34,1879.64,No
CUST02199,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,Two year,Yes,Bank transfer (automatic),128.71,3351.45,No
CUST02200,Male,0,Yes,No,23,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,97.22,2223.28,Yes
CUST02201,Female,0,Yes,Yes,23,Yes,No,DSL,No internet service,Yes,No,No,No,No,One year,No,Credit card (automatic),112.7,2639.45,No
CUST02202,Male,1,Yes,No,28,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),18.0,477.69,Yes
CUST02203,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,140.19,3356.3,Yes
CUST02204,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Two year,Yes,Electronic check,66.87,1427.85,No
CUST02205,Female,1,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,140.68,3135.34,No
CUST02206,Female,0,Yes,No,27,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),121.95,3299.83,Yes
CUST02207,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,One year,Yes,Mailed check,93.17,2315.49,No
CUST02208,Female,0,Yes,Yes,27,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,59.71,1604.67,Yes
CUST02209,Male,0,Yes,Yes,30,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,Two year,No,Credit card (automatic),74.75,2241.43,No
CUST02210,Female,0,Yes,No,23,No,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,18.0,342.13,No
CUST02211,Female,1,Yes,Yes,33,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,97.92,3289.5,No
CUST02212,Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Two year,Yes,Electronic check,18.0,631.2,No
CUST02213,Male,0,Yes,No,20,Yes,No,DSL,No,Yes,No internet service,No,Yes,No,One year,Yes,Electronic check,61.04,1222.83,No
CUST02214,Female,0,No,Yes,24,No,No,DSL,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),116.3,2787.89,No
CUST02215,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),91.62,2149.05,No
CUST02216,Male,0,No,Yes,20,No,No,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24.1,568.37,Yes
CUST02217,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,29.79,1027.55,Yes
CUST02218,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,52.08,1373.8,No
CUST02219,Female,0,Yes,No,24,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,72.35,1777.4,No
CUST02220,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,96.3,1891.22,Yes
CUST02221,Female,0,No,Yes,18,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,One year,Yes,Electronic check,88.12,1637.53,No
CUST02222,Female,0,Yes,No,15,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,No,One year,Yes,Electronic check,38.24,530.79,No
CUST02223,Male,0,Yes,No,28,Yes,No,No,No,Yes,No,No,No,No internet service,One year,No,Credit card (automatic),88.56,2464.12,No
CUST02224,Male,0,No,No,33,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,No,Electronic check,91.76,3051.49,No
CUST02225,Male,0,Yes,No,25,Yes,No,No,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.66,2126.67,No
CUST02226,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,144.35,3357.7,Yes
CUST02227,Male,0,Yes,No,19,Yes,No,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.79,1776.2,No
CUST02228,Female,1,Yes,No,31,No,No,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),99.03,3082.28,Yes
CUST02229,Male,0,No,No,26,Yes,No,DSL,Yes,No,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),126.28,3153.09,No
CUST02230,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,95.5,2255.14,No
CUST02231,Female,0,Yes,No,18,Yes,No,No,No internet service,No,No,No,No,No,Month-to-month,No,Electronic check,53.47,1004.41,No
CUST02232,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,No,Two year,Yes,Credit card (automatic),107.28,3858.26,No
CUST02233,Female,0,No,Yes,24,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,No,One year,Yes,Mailed check,57.96,1367.17,No
CUST02234,Female,0,No,No,23,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,40.52,839.81,Yes
CUST02235,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),43.09,1240.59,No
CUST02236,Female,0,No,No,30,Yes,No,No,No,No internet service,No internet service,No,No,No,One year,No,Bank transfer (automatic),106.94,3231.03,No
CUST02237,Female,0,No,No,23,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),88.61,2015.93,No
CUST02238,Male,0,No,No,22,Yes,No,DSL,No internet service,No,No,No,No internet service,No,One year,Yes,Electronic check,101.83,2308.85,No
CUST02239,Male,0,No,No,32,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,88.75,2806.99,No
CUST02240,Male,0,Yes,No,22,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Mailed check,75.67,1659.7,No
CUST02241,Female,1,No,Yes,26,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),79.54,2055.74,No
CUST02242,Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,87.73,2331.97,No
CUST02243,Female,0,Yes,Yes,27,No,No,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,51.93,1356.81,No
CUST02244,Female,1,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),31.29,842.73,No
CUST02245,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.45,1492.54,Yes
CUST02246,Female,0,No,No,25,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),86.32,2175.15,No
CUST02247,Male,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Two year,No,Mailed check,50.56,1115.16,No
CUST02248,Female,0,No,No,15,No,Yes,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,No,Mailed check,133.89,2063.35,No
CUST02249,Female,0,No,No,24,No,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,83.24,2043.17,No
CUST02250,Male,0,No,No,17,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),73.58,1264.44,No
CUST02251,Male,0,No,No,21,Yes,No,DSL,No,No,No internet service,Yes,No,No,One year,Yes,Electronic check,51.81,1018.44,No
CUST02252,Female,1,No,No,26,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),97.47,2531.56,No
CUST02253,Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),33.64,724.87,No
CUST02254,Female,0,No,No,20,No,No phone service,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.47,1630.92,No
CUST02255,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),56.93,1093.48,No
CUST02256,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,73.63,2119.39,No
CUST02257,Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),84.59,1655.58,No
CUST02258,Male,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Two year,No,Mailed check,35.63,679.51,No
CUST02259,Male,0,No,No,17,No,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),19.87,326.81,No
CUST02260,Male,1,No,No,15,Yes,No,Fiber optic,No,No,No internet service,No,No,No,One year,No,Credit card (automatic),42.05,628.18,No
CUST02261,Female,0,Yes,No,23,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),96.38,2267.04,No
CUST02262,Female,0,Yes,No,28,Yes,No,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,81.19,2238.98,No
CUST02263,Female,0,No,No,27,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,57.91,1573.95,Yes
CUST02264,Male,0,Yes,No,23,No,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,129.04,3022.87,No
CUST02265,Female,1,No,No,35,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),108.55,3811.81,Yes
CUST02266,Female,0,Yes,No,24,No,No,No,Yes,No,No,No,No,No,One year,No,Mailed check,101.3,2338.33,No
CUST02267,Female,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,48.27,1230.29,No
CUST02268,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),100.97,2670.43,No
CUST02269,Male,0,No,No,28,Yes,No,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.22,2285.13,Yes
CUST02270,Female,0,No,No,23,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,One year,No,Electronic check,48.33,999.12,No
CUST02271,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.88,1548.28,No
CUST02272,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No,One year,Yes,Electronic check,38.85,979.7,No
CUST02273,Female,0,Yes,No,21,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,48.6,1047.55,Yes
CUST02274,Female,0,No,Yes,22,Yes,No,No,No internet service,No,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),35.67,817.42,No
CUST02275,Female,0,No,Yes,21,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,No,Two year,No,Mailed check,98.7,2175.82,No
CUST02276,Female,0,No,No,25,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),67.87,1694.58,No
CUST02277,Female,0,No,No,19,No,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,41.75,808.49,No
CUST02278,Female,0,Yes,No,16,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),85.52,1321.35,Yes
CUST02279,Female,1,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,One year,Yes,Electronic check,70.05,1649.47,No
CUST02280,Male,0,Yes,No,26,No,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.52,2622.92,Yes
CUST02281,Male,1,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),74.0,1818.49,No
CUST02282,Male,0,No,Yes,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,26.88,607.74,No
CUST02283,Male,0,No,No,27,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.1,1549.43,No
CUST02284,Male,1,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.28,827.34,No
CUST02285,Male,0,No,No,27,Yes,Yes,DSL,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),86.89,2378.01,No
CUST02286,Male,0,No,Yes,26,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,102.53,2693.38,No
CUST02287,Female,1,Yes,No,24,Yes,No,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),23.68,581.19,No
CUST02288,Male,0,Yes,No,27,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),66.27,1838.52,No
CUST02289,Female,0,Yes,No,27,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),104.58,2786.53,No
CUST02290,Male,0,No,No,21,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,23.23,464.52,No
CUST02291,Female,0,No,No,32,Yes,No,DSL,No,No,No,No,No internet service,No,Two year,Yes,Credit card (automatic),56.95,1774.23,No
CUST02292,Male,0,No,No,14,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,69.99,980.31,No
CUST02293,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),102.02,2646.52,Yes
CUST02294,Female,0,Yes,No,28,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,One year,No,Electronic check,86.34,2460.34,No
CUST02295,Male,0,No,Yes,22,Yes,No,No,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,92.47,2053.68,No
CUST02296,Male,0,No,Yes,23,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No internet service,One year,No,Credit card (automatic),88.07,2060.08,No
CUST02297,Male,0,No,No,28,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,58.81,1636.82,No
CUST02298,Male,0,No,Yes,31,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No internet service,Two year,No,Electronic check,119.3,3718.58,No
CUST02299,Male,0,Yes,No,18,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),49.87,988.3,No
CUST02300,Male,0,No,Yes,30,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,472.72,No
CUST02301,Female,0,No,No,21,No,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,18.0,286.05,No
CUST02302,Female,0,Yes,Yes,22,No,No,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),66.49,1494.63,Yes
CUST02303,Female,0,No,No,20,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),60.05,1158.57,No
CUST02304,Male,1,Yes,Yes,31,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),53.91,1602.12,No
CUST02305,Female,0,Yes,Yes,19,Yes,No,DSL,No,No,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),74.51,1442.39,No
CUST02306,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,106.01,1857.96,Yes
CUST02307,Male,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,83.62,2167.45,No
CUST02308,Female,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,89.46,2154.86,No
CUST02309,Male,1,Yes,No,19,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,37.61,704.46,No
CUST02310,Male,1,No,Yes,26,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,54.42,1373.84,No
CUST02311,Female,0,No,Yes,27,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),91.01,2468.03,No
CUST02312,Female,0,Yes,No,21,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),73.24,1458.49,No
CUST02313,Female,1,Yes,No,23,Yes,No,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,No,Mailed check,84.31,1815.72,Yes
CUST02314,Female,1,No,No,26,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,88.41,2220.95,No
CUST02315,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Electronic check,74.99,1706.64,Yes
CUST02316,Male,0,Yes,No,17,No,Yes,No,Yes,No,No,No,Yes,No internet service,Two year,Yes,Electronic check,117.46,1950.61,Yes
CUST02317,Male,0,No,No,28,Yes,No,No,No internet service,No,No internet service,No,No,No,One year,No,Credit card (automatic),54.05,1441.67,No
CUST02318,Male,1,No,No,25,No,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,45.43,1131.31,No
CUST02319,Male,0,No,No,17,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),18.0,417.23,Yes
CUST02320,Male,0,No,No,27,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,92.46,2551.01,No
CUST02321,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.9,859.28,Yes
CUST02322,Female,0,No,No,26,Yes,Yes,DSL,No,No internet service,No,No internet service,No,No,One year,No,Bank transfer (automatic),107.98,2766.56,No
CUST02323,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.44,1663.88,Yes
CUST02324,Male,1,Yes,Yes,18,Yes,No,No,Yes,Yes,No,No,No internet service,No internet service,One year,No,Mailed check,59.84,1031.61,No
CUST02325,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),38.36,871.11,Yes
CUST02326,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Mailed check,95.4,2559.0,No
CUST02327,Female,0,Yes,No,21,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,68.38,1380.32,Yes
CUST02328,Male,0,No,Yes,29,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,78.03,2196.06,No
CUST02329,Female,0,No,No,22,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,88.13,2053.91,No
CUST02330,Male,0,No,Yes,15,Yes,No,DSL,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,77.97,1206.49,No
CUST02331,Male,0,No,No,23,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,44.51,980.93,No
CUST02332,Male,0,No,Yes,20,Yes,No,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Credit card (automatic),85.64,1773.42,No
CUST02333,Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,94.61,1550.75,Yes
CUST02334,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Mailed check,80.81,1609.34,Yes
CUST02335,Male,1,No,Yes,31,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No,Month-to-month,No,Electronic check,88.97,2745.74,Yes
CUST02336,Male,1,No,No,22,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,91.77,2028.06,No
CUST02337,Male,0,No,No,32,Yes,No,No,No,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),58.12,1812.73,No
CUST02338,Male,0,No,Yes,23,Yes,No,No,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),56.99,1317.19,No
CUST02339,Male,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),136.8,2785.38,No
CUST02340,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,109.77,2176.56,No
CUST02341,Female,0,No,No,36,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,68.55,2534.56,No
CUST02342,Male,1,No,Yes,19,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,90.48,1770.39,No
CUST02343,Male,0,Yes,No,21,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41.87,844.47,Yes
CUST02344,Male,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,52.03,1536.63,No
CUST02345,Female,1,No,No,14,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),32.59,347.1,No
CUST02346,Female,0,No,No,26,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.57,2073.69,No
CUST02347,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,78.92,1908.0,Yes
CUST02348,Male,0,Yes,Yes,30,No,No,DSL,No,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),102.51,3094.58,No
CUST02349,Female,0,No,Yes,29,Yes,No,DSL,No,Yes,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),63.64,1930.09,No
CUST02350,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.0,2761.64,Yes
CUST02351,Female,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,89.59,1534.43,Yes
CUST02352,Female,1,Yes,Yes,19,Yes,Yes,No,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),143.78,2661.95,No
CUST02353,Female,0,No,No,22,Yes,No,DSL,No,No,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),120.01,2721.42,No
CUST02354,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),114.76,2287.0,Yes
CUST02355,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,95.07,2145.77,No
CUST02356,Male,0,Yes,Yes,13,Yes,No,No,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,43.17,571.6,Yes
CUST02357,Female,0,Yes,Yes,30,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,78.78,2463.42,No
CUST02358,Male,1,No,No,38,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),137.43,5329.1,Yes
CUST02359,Female,0,Yes,No,24,Yes,Yes,No,No,No internet service,No,Yes,Yes,No,Two year,No,Credit card (automatic),85.21,1996.52,No
CUST02360,Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),45.35,1056.47,Yes
CUST02361,Male,0,No,No,26,No,No,DSL,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),80.08,2098.87,No
CUST02362,Male,0,Yes,No,25,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,40.31,1057.13,Yes
CUST02363,Male,0,Yes,No,23,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),44.31,1032.97,No
CUST02364,Female,0,No,No,34,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.39,2832.0,Yes
CUST02365,Female,0,No,Yes,21,No,No,No,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),92.19,2002.06,No
